Expr1	CAS	Systematic Name	Synonyms	Molecular Weight in kg/kmol	Formula	Boiling Point in K	Melting Point in K	Flash Point in K	Vapor Pressure in kPa	Viscosity in kg/m-s	Thermal Conductivity in J/(m-s-K)	Surface Tension in kg/s2	Density in kg/m3	Oral Rat LD50 in mg/kg	Fathead Minnow LC50 in mg/L	Boiling Point Source	Melting Point Source	Flash Point Source	Vapor Pressure Source	Viscosity Source	Thermal Conductivity Source	Surface Tension Source	Density Source	Oral Rat LD50 Source	Fathead Minnow LC50 Source	g_ethanol	g_acetone	g_diethyl_ether	g_water	g_benzene	g_cis_2_heptene	g_n_propyl_chloride	g_n_heptadecane	g_n_propylamine	g_dimethyl_disulfide	OSHA_TWA	GWP	PCO	OD	AP	antoineConstantA	antoineConstantB	antoineConstantC	antoineTmin	antoineTmax	antoineSource	Est Tc in K	Est Pc in bar	Est omega
8	679-99-2	1-chloranyl-1,2,2,3,3-pentakis(fluoranyl)propane	1-Chloro-1,2,2,3,3-pentafluoropropane;679-99-2;BRN 3928606;Propane, 1-chloro-1,2,2,3,3-pentafluoro-;	168.49	C3H2ClF5	301.25	177.96	287.02	5.91E+01	5.4e-04	0.08	0.02	1470.00	5734.59	263.38	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.34	1.43	2.76	1.18	2.04	7.77	1.74	254.77	1.48	1.00												441.26	33.30	0.27
8	682-09-7	2,2-bis(prop-2-enoxymethyl)butan-1-ol	1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, diallyl ether;1-Butanol, 2,2-bis((2-propen-1-yloxy)methyl)-;1-Butanol, 2,2-bis((2-propenyloxy)methyl)-;1-Butanol, 2,2-di((2-propenyloxy)methyl)-;112708-51-7;122149-56-8;136424-46-9;2,2-Bis((2-propenyloxy)methyl)-1-butanol;2,2-Bis(allyloxymethyl)butan-1-ol;204974-69-6;55348-38-4;682-09-7;923035-54-5;AI3-26934;BRN 1934010;EINECS 211-661-1;Trimethylolpropane diallyl ether;	214.30	C12H22O3	541.66	243.39	375.30	2.67E-04	9.1e-03	0.14	0.03	960.00	6502.84	10.10	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.09	0.76	0.84	0.90	0.73	1.92	1.28	11.18	0.41	0.22												725.59	20.80	1.01
8	682-30-4	1-[ethenyl(ethoxy)phosphoryl]oxyethane	4-04-00-03569 (Beilstein Handbook Reference);682-30-4;BRN 0507596;Diethoxyphosphinylethene;Diethyl vinylphosphate;Diethyl vinylphosphonate;EINECS 211-663-2;Phosphonic acid, vinyl-, diethyl ester;Vinylphosphonic acid diethyl ester;	164.14	C6H13O3P	475.15	241.37	362.05	2.27E-02	1.97e-03	0.12	0.02	1030.00	278.67	96.99	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	20.00	3.40	1.01	8.68	1.42	1.01	1.48	0.64	1.96	2.31												677.04		
8	683-08-9	1-[ethoxy(methyl)phosphoryl]oxyethane	4-04-00-03500 (Beilstein Handbook Reference);683-08-9;BRN 1753416;Diethyl methanephosphonate;Diethyl methylphosphonate;EINECS 211-667-4;Phosphonic acid, methyl-, diethyl ester;	152.13	C5H13O3P	467.15	217.42	348.75	1.77E-03	1.5e-03	0.13	0.02	1030.00	190.60	319.98	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	22.77	6.98	1.17	1557.45	1.93	1.04	1.55	0.50	2.72	6.55												656.37		
8	683-50-1	2-chloranylpropanal	2-Chloropropanal;2-Chloropropionaldehyde;3-01-00-02691 (Beilstein Handbook Reference);3-Chloropropanal;683-50-1;BRN 1698446;Propanal, 2-chloro- (9CI);Propionaldehyde, 2-chloro-;alpha-Chloropropanal;alpha-Chloropropionaldehyde;alpha-Chloropropylaldehyde;	92.52	C3H5OCl	355.93	230.54	312.41	8.44E+00	8.0e-04	0.14	0.02	1070.00	207.47	16.17	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	1.47	0.63	2.84	2.61	1.43	8.23	1.63	92.93	0.99	0.35														
8	683-51-2	2-chloranylprop-1-en-1-one	2-Chloro-2-propenal;2-Chloroacrolein;2-Chloropropenaldehyde;2-Propenal, 2-chloro- (9CI);4-01-00-03440 (Beilstein Handbook Reference);683-51-2;Acrolein, 2-chloro-;BRN 1735675;CCRIS 6865;alpha-Chloroacrolein;	90.51	C3H3OCl	349.92	250.67	305.66	9.74E+00	5.8e-04	0.15	0.02	1150.00	67.98	15.90	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	0.87	1.10	2.66	1.37	1.87	7.20	1.55	63.13	1.47	0.58												588.10	47.13	0.26
8	683-68-1	1,2-bis(bromanyl)-1,2-bis(chloranyl)ethane	1,2-Dbdce;1,2-Dibromo-1,2-dichloroethane;1,2-Dichloro-1,2-dibromoethane;683-68-1;Ethane, 1,2-dibromo-1,2-dichloro- (8CI)(9CI);NSC 6193;	256.75	C2H2Br2Cl2	468.15	247.15	334.65	1.04E-01	3.4e-03	0.09	0.04	2380.00	425.64	4.26	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	7.87	0.65	2.29	1.38	0.97	4.93	1.38	49.89	1.16	0.92						7.58	2729.09	22.61	262.15	466.15	Yaws	698.01	70.79	0.30
8	684-84-4	2-methylbutane-1,3-diol	1,3-Butanediol, 2-methyl-;2-Methyl-1,3-butanediol;2-Methylbutanediol-1,3;2-Methylbutanediol-1,3 [German];4-01-00-02546 (Beilstein Handbook Reference);684-84-4;BRN 1732163;	104.15	C5H12O2	473.15	290.11	369.91	3.20E-02	0.01	0.17	0.03	980.00	9716.63	4677.15	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	0.82	1.86	3.57	2.04	4.12	10.86	3.04	293.17	0.28	0.16						10.48	5013.74	117.89	381.81	615.15	Yaws	648.81	44.94	1.00
8	685-87-0	diethyl 2-bromanylpropanedioate	201742-85-0;685-87-0;AI3-01376;Bromomalonic acid diethyl ester;Diethyl 2-bromomalonate;Diethyl bromomalonate;EINECS 211-683-1;Ethyl bromomalonate;Malonic acid, bromo-, diethyl ester;NSC 1985;Propanedioic acid, 2-bromo-, 1,3-diethyl ester;Propanedioic acid, bromo-, diethyl ester;alpha-Bromomalonic ester;	239.06	C7H11O4Br	516.24	219.15	357.80	7.89E-03	2.32e-03	0.12	0.03	1290.00	1920.61	37.71	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	1.57	0.79	1.07	2.37	0.70	1.79	0.80	18.81	0.75	0.58												702.89	32.91	0.65
8	685-91-6	N,N-diethylethanamide	4-04-00-00349 (Beilstein Handbook Reference);685-91-6;AI3-02182;Acetamide, N,N-diethyl-;Acetic acid, amide, N,N-diethyl;BRN 1209428;Diethylacetamide;EINECS 211-685-2;HSDB 5513;N,N-Diaethylacetamid;N,N-Diaethylacetamid [German];N,N-Diethylacetamide;NSC 101;	115.17	C6H13NO	458.65	220.72	342.45	1.87E-02	2.15e-03	0.15	0.03	870.00	3569.50	1501.25	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Exp	Pred-HC	Exp	23.47	7.67	1.18	1808.50	2.23	0.92	1.65	0.23	2.90	6.99						6.74	1849.93	-68.65	311.29	514.73	Yaws	578.97	33.30	
8	687-48-9	ethyl N,N-dimethylcarbamate	4-04-00-00222 (Beilstein Handbook Reference);687-48-9;BRN 1744697;CCRIS 4092;Carbamic acid, dimethyl-, ethyl ester;Di-N-methyl ethyl carbamate;Dimethylcarbamic acid ethyl ester;Dimethylethoxyformamide;EINECS 211-695-7;Ethyl N,N-dimethyl carbamate;Ethyl N,N-dimethylcarbamate;Ethyl dimethylcarbamate;Ethyldimethyl carbamate;N,N-Dimethylurethane;NSC 14090;	117.15	C5H11NO2	470.04	248.34	336.32	8.63E-01	8.5e-04	0.18	0.04	980.00	2285.05	474.76	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-Propred	Pred-Cranium	Pred-HC	Pred-HC	Pred-HC	0.92	0.91	1.93	1.63	0.94	5.57	1.08	76.12	1.20	0.76												686.26	35.19	0.49
8	688-84-6	2-ethylhexyl 2-methylprop-2-enoate	100242-87-3;118955-12-7;153286-32-9;2-Ethyl-1-hexyl methacrylate;2-Ethylhexyl methacryate;2-Ethylhexyl methacrylate;2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester;4-02-00-01528 (Beilstein Handbook Reference);64125-64-0;688-84-6;75577-75-2;94290-92-3;AI3-03266;BRN 1769420;EINECS 211-708-6;HSDB 5440;Methacrylate, 2-ethylisohexy;Methacrylic acid, 2-ethylhexyl ester;NSC 24173;NSC 32647;UNII-8Q7XLQ325N;	198.30	C12H22O2	454.05	267.48	350.89	6.80E-02	3.59278e-03	0.13	0.02	880.00	6900.75	0.54	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-Cranium	Pred-HC	Pred-Cranium	Pred-HC	Pred-HC	Pred-HC	1.96	1.27	0.72	4.30	0.57	0.88	0.74	2.31	0.86	0.91						6.74	2019.70	-82.53	347.53	569.87	Yaws	686.03	20.28	0.61
8	689-67-8	6,10-dimethylundeca-5,9-dien-2-one	5,9-Undecadien-2-one, 6,10-dimethyl-;6,10-Dimethyl-undeca-5,9-dien-2-one;6,10-Dimethylundeca-5,9-dien-2-one;689-67-8;AI3-04987;Dihydropseudoionone;EINECS 211-711-2;FEMA No. 3542;Geranyl acetone;Geranylacetone;NSC 406679;	194.31	C13H22O	514.33	290.35	363.22	1.53E-03	1.59e-03	0.13	0.02	870.00	5619.62	0.80	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	3.21	1.01	0.72	3.23	0.68	1.17	0.46	3.03	0.76	0.63												713.93	19.00	0.57
8	689-98-5	2-chloranylethanamine	2-Chloroethylamine;689-98-5;CCRIS 3041;Ethanamine, 2-chloro-;	79.53	C2H6NCl	361.29	250.54	341.61	2.48E+00	7.7e-04	0.20	0.02	1060.00	57.67	655.87	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	0.61	0.70	2.32	0.47	1.83	4.89	1.34	14.32	1.15	1.00												584.00	54.73	0.36
8	690-08-4	(E)-4,4-dimethylpent-2-ene	(E)-4,4-Dimethyl-2-pentene;(E)-4,4-Dimethylpent-2-ene;2-Pentene, 4,4-dimethyl-, (E)-;2-Pentene, 4,4-dimethyl-, (E)- (8CI)(9CI);4,4-Dimethyl-trans-2-pentene;690-08-4;EINECS 211-714-9;NSC 74143;	98.19	C7H14	349.85	157.95	257.98	1.48E+01	3.8e-04	0.11	0.01	710.00	3352.58	1.92	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	20.42	3.90	1.02	15.35	1.42	1.00	1.41	0.66	2.04	2.86						5.93	1169.86	-52.23	183.15	528.63	Yaws	531.43	29.76	0.26
8	690-92-6	(Z)-2,2-dimethylhex-3-ene	3-Hexene, 2,2-dimethyl-, (Z)-;690-92-6;	112.21	C8H16	378.65	135.75	281.55	5.45E+00	4.9e-04	0.11	0.01	730.00	10791.37	0.72	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	19.59	3.85	0.99	16.95	1.35	0.99	1.34	0.75	1.97	2.91						5.97	1277.30	-56.84	199.15	559.69	Yaws	559.78	26.79	0.31
8	690-94-8	2-methylhex-5-en-3-yn-2-ol	2-Methyl-5-hexen-3-yn-2-ol;4-01-00-02312 (Beilstein Handbook Reference);4-Penten-2-yn-1-ol, 1,1-dimethyl- (7CI);5-Hexen-3-yn-2-ol, 2-methyl-;690-94-8;BRN 1699499;Dimethyl(vinyl)ethynylcarbinol;Nazarov carbinol;Nazarov's carbinol;	110.15	C7H10O	409.03	271.11	332.51	5.25E-02	3.49e-03	0.14	0.02	950.00	599.88	77.97	Pred-HC	Pred-HC	Pred-HC	Pred-Lee_Kesler	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	1.09	0.95	1.35	0.76	1.46	3.89	1.53	26.85	0.32	0.14												624.55	36.13	0.68
8	691-37-2	4-methylpent-1-ene	1-Pentene, 4-methyl-;4-Methyl-1-pentene;4-Methylpent-1-ene;44390-46-7;691-37-2;EINECS 211-720-1;NSC 15091;	84.16	C6H12	327.05	119.55	250.25	3.63E+01	2.6e-04	0.12	0.01	680.00	4015.00	7.61	Exp	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	21.42	3.38	1.03	8.69	1.34	0.99	1.51	0.55	1.98	2.19			1.56			6.12	1215.14	-32.23	119.51	496.00	Yaws	494.97	32.35	0.26
8	692-86-4	ethyl undec-10-enoate	10-Undecenoic acid, ethyl ester;36118-46-4;4-02-00-01614 (Beilstein Handbook Reference);62453-48-9;692-86-4;AI3-00664;BRN 1769949;EINECS 211-734-8;Ethyl 10-hendecenoate;Ethyl 10-undecenoate;Ethyl 10-undecylenate;Ethyl undec-10-enoate;Ethyl undecenoate;Ethyl undecylenate;FEMA No. 2461;UNII-7P1S77T8BF;	212.33	C13H24O2	537.65	235.15	380.68	9.40E-04	2.56e-03	0.14	0.02	880.00	4243.08	0.33	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	4.21	1.35	0.66	6.16	0.76	0.98	0.69	1.92	0.82	0.85						6.39	1913.76	-101.39	305.15	716.00	Yaws	708.42	17.68	0.71
8	693-02-7	hex-1-yne	1-Hexyne;693-02-7;Butylacetylene;EINECS 211-736-9;NSC 9709;n-Butylacetylene;	82.14	C6H10	344.45	141.25	252.15	1.77E+01	3.5e-04	0.12	0.02	710.00	586.33	10.02	Exp	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	8.41	1.82	1.01	7.45	0.80	1.34	0.94	1.32	1.04	1.26						6.33	1336.55	-36.43	141.25	516.20	Yaws	525.78	37.81	0.29
8	693-05-0	3-(methylamino)propanenitrile	(2-Cyanoethyl)methyl amine;(2-Cyanoethyl)methylamine;3-(Methylamino)propanenitrile;3-(Methylamino)propionitrile;3-(N-Methylamino)propionitrile;3-04-00-01264 (Beilstein Handbook Reference);3-Methylaminopropionitrile;693-05-0;AI3-26057;BRN 1699160;EINECS 211-740-0;N-(2-Cyanoethyl)methylamine;N-(beta-Cyanoethyl)methylamine;N-Methyl-beta-aminopropionitrile;NSC 8399;Propanenitrile, 3-(methylamino)-;Propionitrile, 3-(methylamino)-;Propionitrile, 3-(methylamino)- (6CI,7CI,8CI);beta-(Methylamino)propionitrile;beta-Methylaminopropionitril;beta-Methylaminopropionitril [German];	84.12	C4H8N2	449.40	237.61	336.25	1.09E-01	3.23e-03	0.18	0.03	870.00	2259.45	269.64	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	0.50	0.92	2.16	3.28	0.57	8.22	1.30	94.46	1.51	0.63												670.62	43.82	0.50
8	693-07-2	1-chloranyl-2-ethylsulfanyl-ethane	1-Chloro-2-(ethylthio)ethane;2-(Ethylthio)chloroethane;2-Chloroethyl ethyl sulfide;2-Chloroethyl ethyl sulphide;2-Chloroethyl ethyl thioether;2-Chloroethyl(ethyl)sulfide;2-Ethylthioethyl chloride;4-01-00-01407 (Beilstein Handbook Reference);693-07-2;BRN 0635672;Chlordiethylsulfid;Chlordiethylsulfid [Czech];Chlorothiolalcohol (CTA);EINECS 211-742-1;Ethane, 1-chloro-2-(ethylthio)-;Ethyl 2-chloroethyl sulfide;Ethyl beta-chloroethyl sulfide;HSDB 5744;Half-mustard gas;NSC 10977;Sulfide, 2-chloroethyl ethyl;Sulfide, 2-chloroethyl ethyl (8CI);Sulfide, chloroethyl ethyl;Sulfide, diethyl 2-chloro;beta-Ethylmerkaptoethylchlorid;beta-Ethylmerkaptoethylchlorid [Czech];h-MG;h-Mg; half-mustard gas;	124.63	C4H9SCl	429.65	176.76	325.15	4.53E-01	9.0e-04	0.12	0.03	1070.00	252.17	109.99	Exp	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	1.71	0.72	1.30	2.53	0.88	1.87	0.96	3.51	0.91	1.03												636.84	37.56	0.32
8	693-16-3	octan-2-amine	1-Methylheptylamine;2-Aminooctane;2-Caprylamine;2-Octanamine;2-Octylamine;3-04-00-00384 (Beilstein Handbook Reference);44855-57-4;693-16-3;AI3-11521;BRN 1719318;EINECS 211-744-2;Heptylamine, 1-methyl-;NSC 76546;	129.24	C8H19N	438.15	261.02	335.95	1.32E-01	1.47e-03	0.14	0.02	790.00	127.21	5.19	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Exp	1.03	1.71	0.92	2.04	0.88	1.16	0.81	1.38	1.04	1.43						6.80	1800.84	-62.95	297.42	491.38	Yaws	622.12	26.52	0.49
8	693-21-0	2-(2-nitrooxyethoxy)ethyl nitrate	4-01-00-02412 (Beilstein Handbook Reference);66492-77-1;693-21-0;BRN 1791998;Bis(hydroxyaethyl)-aether-dinitrat;Bis(hydroxyaethyl)-aether-dinitrat [German];CCRIS 3415;Di(hydroxyethyl) ether dinitrate;Diethylene glycol dinitrate;Diethylene glycol dinitrate [Forbidden];Diethylene glycol dinitrate, desensitized with not <25% non-volatile water-insoluble phlegmatizer, by weight;Diethylene glycol dinitrate, desensitized with not <25% non-volatile water-insoluble phlegmatizer, by weight [UN0075]  [Explosive 1.1D];Diethylene glycol, dinitrate;Diethyleneglycol dinitrate;Diethylenglykoldinitrate;Diethylenglykoldinitrate [Czech];Diglycol (dinitrate de);Diglycol (dinitrate de) [French];Diglycoldinitraat;Diglycoldinitraat [Dutch];Diglykoldinitrat;Diglykoldinitrat [German];Dinitrate de diethylene-glycol;Dinitrate de diethylene-glycol [French];Dinitrodiglicol;Dinitrodiglicol [Italian];Dinitrodiglykol;Dinitrodiglykol [Czech];EINECS 211-745-8;Ethanol, 2,2'-oxybis-, 1,1'-dinitrate;Ethanol, 2,2'-oxybis-, dinitrate;Ethanol, 2,2'-oxybisdinitrate;Oxydiethylene dinitrate;UN0075;	196.12	C4H8N2O7	516.30	261.85	395.04	7.87E-04	6.95e-03	0.18	0.04	1420.00	752.60	491.55	Pred-HC	Exp	Pred-HC	Exp	Exp	Pred-Propred	Pred-HC	Pred-HC	Exp	Exp	0.46	0.73	0.89	1.25	1.54	1.68	0.99	4.27	0.81	1.30												889.13	37.68	0.96
8	693-39-0	1-nitroheptane	1-Nitroheptane;693-39-0;CCRIS 7160;	145.20	C7H15NO2	467.15	232.67	344.51	1.27E-02	1.29e-03	0.14	0.03	1118.90	743.76	5.99	Exp	Pred-Propred	Pred-HC	Pred-Lee_Kesler	Pred-HC	Pred-HC	Pred-Propred	Pred-Propred	Pred-HC	Pred-HC	5.62	0.53	0.73	4.11	0.72	1.85	0.89	5.95	0.76	0.55						6.32	1622.51	-110.55	394.04	675.30	Yaws	682.10	29.49	0.57
8	693-51-6	3-(butylamino)propanenitrile	3-(Butylamino)propionitrile;693-51-6;	126.20	C7H14N2	487.85	248.09	380.46	1.09E-01	1.36e-03	0.17	0.03	890.00	4709.79	116.36	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	0.65	0.83	1.20	5.12	0.41	2.98	0.78	15.28	0.98	0.52												700.47	28.90	0.67
8	693-54-9	decan-2-one	2-Decanone;4-01-00-03367 (Beilstein Handbook Reference);693-54-9;BRN 1747463;EINECS 211-752-6;Methyl n-octyl ketone;Methyl octyl ketone;Octyl methyl ketone;	156.27	C10H20O	483.15	287.15	344.15	3.60E-02	1.45e-03	0.13	0.02	820.00	4336.42	4.83	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Exp	3.06	1.11	0.83	29.85	0.71	1.33	0.37	3.09	0.76	0.73						6.52	1852.35	-73.65	362.99	656.59	Yaws	667.74	22.92	0.51
8	693-58-3	1-bromanylnonane	1-Bromononane;1-Nonyl bromide;1-n-Nonyl bromide;693-58-3;EINECS 211-755-2;NSC 5519;Nonane, 1-bromo-;Nonyl bromide;n-Nonyl bromide;n-Nonyl-1-bromide;	207.15	C9H19Br	498.04	234.25	363.15	1.60E-02	2.17e-03	0.11	0.02	1080.00	2839.39	0.41	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	Exp	Exp	Exp	Pred-HC	Pred-HC	9.78	1.77	0.78	14.81	0.91	0.86	0.80	1.37	1.02	1.39						6.64	2052.38	-52.62	367.17	682.65	Yaws	672.39	26.57	0.47
8	693-61-8	(E)-undec-2-ene	2-Undecene, (E)-;693-61-8;	154.29	C11H22	465.65	224.85	334.35	6.27E-02	1.08e-03	0.13	0.02	760.00	5298.71	0.09	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	17.57	3.61	0.89	21.40	1.15	0.92	1.15	0.91	1.77	2.87						6.15	1569.40	-87.80	259.15	637.84	Yaws	643.43	20.60	0.50
8	693-62-9	(E)-undec-4-ene	4-Undecene, (E)-;693-62-9;	154.29	C11H22	466.15	209.45	334.35	6.27E-02	9.6e-04	0.13	0.02	760.00	4124.65	0.08	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	17.57	3.61	0.89	21.40	1.15	0.92	1.15	0.91	1.77	2.87						6.24	1642.79	-78.40	256.15	637.84	Yaws	641.78	20.38	0.51
8	693-65-2	1-pentoxypentane	1,1'-Oxybispentane;4-01-00-01643 (Beilstein Handbook Reference);693-65-2;AI3-02267;Amyl ether;BRN 1698030;Di-n-amyl ether;Di-n-pentyl ether;Diamyl ether;Dipentyl ether;EINECS 211-756-8;Ether, di-n-pentyl-;NSC 6571;Pentane, 1,1'-oxybis-;Pentyl ether;Pentyloxypentane;n-Amyl ether;n-Pentyl ether;	158.28	C10H22O	463.15	204.15	330.15	1.15E-01	1.01e-03	0.13	0.02	780.00	6108.95	3.09	Exp	Exp	Exp	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Exp	5.07	2.62	0.84	363.87	0.90	0.93	1.11	1.01	1.41	2.34			0.56			6.75	2007.96	-36.77	203.72	622.00	Yaws	633.55	21.23	0.54
8	693-67-4	1-bromanylundecane	1-Bromoundecane;693-67-4;EINECS 211-757-3;Undecane, 1-bromo-;	235.20	C11H23Br	532.27	264.15	376.81	1.61E-03	2.44e-03	0.12	0.02	1040.00	3382.28	0.07	Pred-HC	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	9.47	1.78	0.71	16.85	0.85	0.79	0.74	1.34	0.98	1.43						6.69	2200.78	-62.98	397.77	713.07	Yaws	701.06	22.38	0.54
8	693-89-0	1-methylcyclopentene	1-Methyl-1-cyclopentene;1-Methylcyclopentene;693-89-0;Cyclopentene, 1-methyl-;Cyclopentene, 1-methyl- (8CI)(9CI);EINECS 211-762-0;NSC 64657;	82.14	C6H10	348.65	146.65	349.15	1.37E+01	4.6e-04	0.12	0.01	820.00	3182.92	17.93	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Exp	Pred-HC	Pred-HC	2.80	2.82	1.03	14.63	1.48	1.00	1.20	0.40	1.44	1.25			3.49			6.05	1234.35	-44.46	268.15	541.99	Yaws	549.66	40.25	0.21
8	693-93-6	4-methyl-1,3-oxazole	4-Methyloxazole;693-93-6;EINECS 211-763-6;	83.09	C4H5NO	361.15	228.40	293.65	6.13E+00	8.0e-04	0.16	0.03	1020.00	622.24	1388.68	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Exp	4.50	1.73	0.97	84.11	1.05	1.35	1.00	0.49	1.60	1.13												672.11	36.18	0.29
8	694-05-3	1,2,3,6-tetrahydropyridine	1,2,3,6-Tetrahydropyridine;1,2,3,6-Tetrahydropyridine [UN2410]  [Flammable liquid];1,2,5,6-Tetrahydropyridine;694-05-3;EINECS 211-766-2;NSC 65443;Pyridine, 1,2,3,6-tetrahydro-;Pyridine, 1,2,3,6-tetrahydro- (8CI)(9CI);UN2410;delta3-Piperidine;	83.13	C5H9N	381.15	225.15	289.25	1.33E+00	1.34e-03	0.16	0.02	870.00	591.65	26.81	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.29	1.63	0.96	6.44	1.28	1.03	1.08	0.40	0.98	1.03												595.47	51.45	0.29
8	694-35-9	3-ethylcyclopentene	3-Ethylcyclopentene;694-35-9;EINECS 211-770-4;	96.17	C7H12	370.95	139.74	273.33	4.91E+00	4.9e-04	0.13	0.02	800.00	4358.19	10.48	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	2.22	2.37	0.99	12.23	1.44	0.99	1.15	0.43	1.28	1.49						6.08	1297.62	-52.72	289.44	565.35	Yaws	572.68	34.62	0.27
8	694-52-0	4-fluoranylpyridine	4-Fluoropyridine;694-52-0;	97.09	C5H4NF	382.15	253.25	295.95	2.45E+00	7.9e-04	0.14	0.03	1120.00	182.40	291.44	Exp	Pred-HC	Exp	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	12.20	1.48	1.26	32.76	1.03	2.02	1.17	2.24	1.66	1.25												617.55	50.26	0.28
8	694-80-4	1-bromanyl-2-chloranyl-benzene	1-Bromo-2-chlorobenzene;1-Chloro-2-bromobenzene;2-Bromo-1-chlorobenzene;2-Bromochlorobenzene;2-Chlorobromobenzene;694-80-4;AI3-31290;Benzene, 1-bromo-2-chloro-;EINECS 211-775-1;NSC 59694;o-Bromochlorobenzene;o-Chlorobromobenzene;	191.45	C6H4BrCl	477.15	260.85	352.55	8.40E-02	1.49e-03	0.10	0.03	1630.00	413.47	7.71	Exp	Exp	Exp	Exp	Pred-HC	Pred-HC	Pred-HC	Exp	Pred-HC	Pred-HC	1.05	0.88	1.00	6.25	1.03	1.72	0.91	2.98	1.05	0.98												706.44	43.18	0.28
8	694-92-8	3-methylbicyclo[2.2.1]hept-2-ene	694-92-8;Bicyclo(2.2.1)hept-2-ene, 2-methyl-;	108.18	C8H12	398.67	210.70	283.65	2.01E+00	1.01e-03	0.12	0.02	880.00	2435.74	11.44	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	Pred-HC	2.80	2.82	1.03	14.63	1.48	1.00	1.20	0.40	1.44	1.25														
